,iid,gender,partner,pid,match,samerace,age_o,race_o,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,income,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
7360,500,0,8,508.0,0,0,36.0,4.0,10.0,18.0,18.0,18.0,18.0,9.0,9.0,7.0,8.0,5.0,7.0,7.0,2.0,25.0,10.0,1.0,7.0,9.0,25314.0,5.0,3.0,2.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,7.0,8.0,8.0,8.0,6.0,5.0
7362,501,0,2,503.0,0,1,25.0,2.0,30.0,40.0,0.0,0.0,0.0,8.0,5.0,6.0,5.0,7.0,7.0,6.0,2.0,26.0,10.0,2.0,7.0,4.0,48876.0,4.0,3.0,2.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0
7363,501,0,4,504.0,1,1,23.0,2.0,0.0,30.0,15.0,15.0,10.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,26.0,10.0,2.0,7.0,4.0,48876.0,4.0,3.0,2.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0
7364,501,0,5,505.0,0,0,27.0,4.0,14.0,18.0,16.0,16.0,16.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,2.0,26.0,10.0,2.0,7.0,4.0,48876.0,4.0,3.0,2.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0
7365,501,0,6,506.0,0,0,24.0,4.0,15.0,20.0,15.0,15.0,20.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,2.0,26.0,10.0,2.0,7.0,4.0,48876.0,4.0,3.0,2.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0
7366,501,0,7,507.0,0,0,24.0,4.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,9.0,9.0,8.0,7.0,5.0,2.0,26.0,10.0,2.0,7.0,4.0,48876.0,4.0,3.0,2.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0
7367,501,0,8,508.0,0,0,36.0,4.0,10.0,18.0,18.0,18.0,18.0,9.0,8.0,8.0,8.0,6.0,7.0,8.0,2.0,26.0,10.0,2.0,7.0,4.0,48876.0,4.0,3.0,2.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,9.0,10.0,7.0,6.0
7374,503,1,1,496.0,0,0,23.0,4.0,30.0,20.0,20.0,10.0,0.0,4.0,8.0,5.0,8.0,5.0,5.0,6.0,2.0,25.0,10.0,2.0,1.0,5.0,34870.0,6.0,5.0,2.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0
7375,503,1,2,497.0,0,1,24.0,2.0,20.0,20.0,20.0,20.0,10.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,25.0,10.0,2.0,1.0,5.0,34870.0,6.0,5.0,2.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0
7376,503,1,3,498.0,0,1,25.0,2.0,18.0,18.0,18.0,18.0,10.0,1.0,10.0,1.0,9.0,1.0,3.0,3.0,1.0,25.0,10.0,2.0,1.0,5.0,34870.0,6.0,5.0,2.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0
7377,503,1,4,499.0,0,1,26.0,2.0,19.0,19.0,19.0,5.0,19.0,10.0,10.0,7.0,10.0,1.0,7.0,6.0,1.0,25.0,10.0,2.0,1.0,5.0,34870.0,6.0,5.0,2.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0
7378,503,1,5,500.0,0,0,25.0,1.0,15.0,35.0,15.0,10.0,15.0,5.0,7.0,7.0,6.0,7.0,4.0,4.0,2.0,25.0,10.0,2.0,1.0,5.0,34870.0,6.0,5.0,2.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0
7379,503,1,6,501.0,0,1,26.0,2.0,10.0,20.0,10.0,10.0,20.0,8.0,8.0,7.0,7.0,6.0,6.0,5.0,2.0,25.0,10.0,2.0,1.0,5.0,34870.0,6.0,5.0,2.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,7.0,8.0,9.0,9.0,7.0,7.0
7380,504,1,1,496.0,0,0,23.0,4.0,30.0,20.0,20.0,10.0,0.0,7.0,8.0,7.0,9.0,6.0,6.0,5.0,2.0,23.0,5.0,2.0,1.0,1.0,35848.0,5.0,2.0,7.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0
7381,504,1,2,497.0,0,1,24.0,2.0,20.0,20.0,20.0,20.0,10.0,7.0,7.0,7.0,6.0,3.0,7.0,7.0,2.0,23.0,5.0,2.0,1.0,1.0,35848.0,5.0,2.0,7.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0
7382,504,1,3,498.0,0,1,25.0,2.0,18.0,18.0,18.0,18.0,10.0,5.0,9.0,4.0,9.0,3.0,5.0,5.0,2.0,23.0,5.0,2.0,1.0,1.0,35848.0,5.0,2.0,7.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0
7383,504,1,4,499.0,1,1,26.0,2.0,19.0,19.0,19.0,5.0,19.0,10.0,9.0,8.0,5.0,5.0,6.0,6.0,2.0,23.0,5.0,2.0,1.0,1.0,35848.0,5.0,2.0,7.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0
7384,504,1,5,500.0,0,0,25.0,1.0,15.0,35.0,15.0,10.0,15.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,23.0,5.0,2.0,1.0,1.0,35848.0,5.0,2.0,7.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0
7385,504,1,6,501.0,1,1,26.0,2.0,10.0,20.0,10.0,10.0,20.0,8.0,7.0,8.0,7.0,8.0,9.0,8.0,2.0,23.0,5.0,2.0,1.0,1.0,35848.0,5.0,2.0,7.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,5.0,6.0,7.0,7.0,3.0,1.0
7393,506,1,2,497.0,0,0,24.0,2.0,20.0,20.0,20.0,20.0,10.0,6.0,6.0,2.0,5.0,4.0,6.0,7.0,2.0,24.0,2.0,4.0,5.0,5.0,45017.0,7.0,2.0,7.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0
7394,506,1,3,498.0,0,0,25.0,2.0,18.0,18.0,18.0,18.0,10.0,8.0,10.0,3.0,8.0,3.0,3.0,3.0,2.0,24.0,2.0,4.0,5.0,5.0,45017.0,7.0,2.0,7.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0
7395,506,1,4,499.0,0,0,26.0,2.0,19.0,19.0,19.0,5.0,19.0,9.0,8.0,1.0,10.0,1.0,1.0,5.0,2.0,24.0,2.0,4.0,5.0,5.0,45017.0,7.0,2.0,7.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0
7396,506,1,5,500.0,0,0,25.0,1.0,15.0,35.0,15.0,10.0,15.0,5.0,8.0,5.0,9.0,5.0,6.0,5.0,2.0,24.0,2.0,4.0,5.0,5.0,45017.0,7.0,2.0,7.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0
7397,506,1,6,501.0,0,0,26.0,2.0,10.0,20.0,10.0,10.0,20.0,7.0,7.0,5.0,7.0,4.0,5.0,4.0,2.0,24.0,2.0,4.0,5.0,5.0,45017.0,7.0,2.0,7.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0
7398,507,1,1,496.0,0,1,23.0,4.0,30.0,20.0,20.0,10.0,0.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,2.0,24.0,2.0,4.0,1.0,1.0,12416.0,7.0,3.0,2.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0
7399,507,1,2,497.0,0,0,24.0,2.0,20.0,20.0,20.0,20.0,10.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,2.0,24.0,2.0,4.0,1.0,1.0,12416.0,7.0,3.0,2.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0
7400,507,1,3,498.0,0,0,25.0,2.0,18.0,18.0,18.0,18.0,10.0,10.0,9.0,7.0,8.0,5.0,7.0,5.0,2.0,24.0,2.0,4.0,1.0,1.0,12416.0,7.0,3.0,2.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0
7401,507,1,4,499.0,0,0,26.0,2.0,19.0,19.0,19.0,5.0,19.0,9.0,9.0,10.0,6.0,5.0,7.0,6.0,2.0,24.0,2.0,4.0,1.0,1.0,12416.0,7.0,3.0,2.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0
7402,507,1,5,500.0,1,0,25.0,1.0,15.0,35.0,15.0,10.0,15.0,7.0,8.0,8.0,7.0,6.0,6.0,7.0,2.0,24.0,2.0,4.0,1.0,1.0,12416.0,7.0,3.0,2.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0
7403,507,1,6,501.0,0,0,26.0,2.0,10.0,20.0,10.0,10.0,20.0,7.0,6.0,8.0,7.0,8.0,8.0,7.0,2.0,24.0,2.0,4.0,1.0,1.0,12416.0,7.0,3.0,2.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,7.0,6.0,6.0,8.0,3.0,2.0
7404,508,1,1,496.0,0,1,23.0,4.0,30.0,20.0,20.0,10.0,0.0,5.0,7.0,6.0,7.0,4.0,3.0,2.0,2.0,36.0,2.0,4.0,1.0,5.0,87789.0,5.0,1.0,10.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0
7405,508,1,2,497.0,0,0,24.0,2.0,20.0,20.0,20.0,20.0,10.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,2.0,36.0,2.0,4.0,1.0,5.0,87789.0,5.0,1.0,10.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0
7406,508,1,3,498.0,0,0,25.0,2.0,18.0,18.0,18.0,18.0,10.0,4.0,7.0,3.0,8.0,3.0,1.0,2.0,2.0,36.0,2.0,4.0,1.0,5.0,87789.0,5.0,1.0,10.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0
7407,508,1,4,499.0,1,0,26.0,2.0,19.0,19.0,19.0,5.0,19.0,8.0,10.0,8.0,6.0,6.0,7.0,6.0,2.0,36.0,2.0,4.0,1.0,5.0,87789.0,5.0,1.0,10.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0
7408,508,1,5,500.0,0,0,25.0,1.0,15.0,35.0,15.0,10.0,15.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,36.0,2.0,4.0,1.0,5.0,87789.0,5.0,1.0,10.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0
7409,508,1,6,501.0,0,0,26.0,2.0,10.0,20.0,10.0,10.0,20.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,2.0,36.0,2.0,4.0,1.0,5.0,87789.0,5.0,1.0,10.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,5.0,4.0,7.0,10.0,4.0,8.0
7498,513,0,1,531.0,0,0,25.0,4.0,30.0,20.0,20.0,10.0,5.0,8.0,10.0,5.0,10.0,1.0,3.0,1.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7500,513,0,3,533.0,1,1,26.0,2.0,25.0,25.0,13.0,12.0,0.0,8.0,8.0,8.0,6.0,5.0,7.0,7.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7501,513,0,4,534.0,0,0,24.0,6.0,30.0,30.0,5.0,2.0,3.0,8.0,9.0,8.0,8.0,8.0,8.0,6.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7502,513,0,5,535.0,1,1,23.0,2.0,14.0,19.0,16.0,10.0,18.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7503,513,0,6,536.0,0,1,29.0,2.0,20.0,20.0,20.0,10.0,0.0,3.0,6.0,7.0,6.0,3.0,4.0,2.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7505,513,0,8,538.0,0,1,32.0,2.0,0.0,10.0,30.0,0.0,10.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7506,513,0,9,539.0,0,1,22.0,2.0,10.0,20.0,15.0,15.0,10.0,7.0,6.0,10.0,7.0,6.0,8.0,7.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7507,513,0,10,540.0,0,1,24.0,2.0,15.0,20.0,20.0,15.0,10.0,6.0,6.0,7.0,5.0,4.0,7.0,4.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7509,513,0,12,542.0,0,0,23.0,4.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,8.0,6.0,2.0,8.0,5.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7510,513,0,13,543.0,0,0,24.0,4.0,16.0,16.0,17.0,16.0,15.0,8.0,8.0,8.0,8.0,5.0,3.0,3.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7511,513,0,14,544.0,0,0,23.0,4.0,25.0,20.0,10.0,10.0,20.0,7.0,7.0,9.0,8.0,6.0,7.0,4.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7512,513,0,15,545.0,0,1,24.0,2.0,20.0,20.0,20.0,10.0,10.0,4.0,5.0,8.0,7.0,2.0,5.0,8.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7513,513,0,16,546.0,1,1,30.0,2.0,10.0,20.0,25.0,5.0,5.0,7.0,7.0,9.0,6.0,6.0,8.0,8.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7514,513,0,17,547.0,0,1,30.0,2.0,20.0,20.0,20.0,0.0,15.0,7.0,6.0,8.0,7.0,4.0,7.0,6.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7515,513,0,18,548.0,0,1,30.0,2.0,10.0,20.0,10.0,0.0,20.0,2.0,3.0,8.0,2.0,1.0,4.0,4.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7516,513,0,19,549.0,0,1,28.0,2.0,20.0,20.0,20.0,0.0,20.0,7.0,6.0,5.0,6.0,4.0,5.0,3.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7517,513,0,20,550.0,1,1,30.0,2.0,3.0,30.0,30.0,3.0,4.0,6.0,6.0,7.0,6.0,4.0,8.0,8.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7518,513,0,21,551.0,0,0,27.0,1.0,20.0,20.0,20.0,0.0,0.0,6.0,5.0,9.0,7.0,5.0,8.0,3.0,2.0,23.0,15.0,2.0,1.0,1.0,50572.0,6.0,4.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,9.0,10.0,6.0,8.0,6.0,6.0
7520,514,0,1,531.0,0,0,25.0,4.0,30.0,20.0,20.0,10.0,5.0,10.0,10.0,8.0,10.0,5.0,5.0,1.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7521,514,0,2,532.0,0,0,26.0,4.0,20.0,20.0,20.0,5.0,10.0,8.0,8.0,8.0,5.0,6.0,7.0,6.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7522,514,0,3,533.0,0,1,26.0,2.0,25.0,25.0,13.0,12.0,0.0,7.0,7.0,6.0,9.0,3.0,5.0,5.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7523,514,0,4,534.0,0,0,24.0,6.0,30.0,30.0,5.0,2.0,3.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7524,514,0,5,535.0,0,1,23.0,2.0,14.0,19.0,16.0,10.0,18.0,8.0,7.0,6.0,9.0,6.0,6.0,6.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7525,514,0,6,536.0,0,1,29.0,2.0,20.0,20.0,20.0,10.0,0.0,5.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7526,514,0,7,537.0,0,0,22.0,4.0,5.0,25.0,25.0,5.0,20.0,8.0,7.0,4.0,5.0,5.0,7.0,1.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7527,514,0,8,538.0,0,1,32.0,2.0,0.0,10.0,30.0,0.0,10.0,7.0,6.0,7.0,5.0,5.0,6.0,7.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7528,514,0,9,539.0,0,1,22.0,2.0,10.0,20.0,15.0,15.0,10.0,7.0,10.0,8.0,7.0,6.0,7.0,6.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7529,514,0,10,540.0,0,1,24.0,2.0,15.0,20.0,20.0,15.0,10.0,7.0,6.0,7.0,6.0,5.0,6.0,5.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7530,514,0,11,541.0,0,0,23.0,4.0,30.0,0.0,20.0,0.0,10.0,5.0,9.0,7.0,8.0,5.0,2.0,2.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7531,514,0,12,542.0,0,0,23.0,4.0,15.0,20.0,20.0,10.0,10.0,7.0,6.0,4.0,6.0,7.0,8.0,7.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7532,514,0,13,543.0,0,0,24.0,4.0,16.0,16.0,17.0,16.0,15.0,7.0,7.0,6.0,7.0,3.0,5.0,4.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7533,514,0,14,544.0,0,0,23.0,4.0,25.0,20.0,10.0,10.0,20.0,7.0,7.0,9.0,7.0,8.0,7.0,5.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7535,514,0,16,546.0,0,1,30.0,2.0,10.0,20.0,25.0,5.0,5.0,8.0,5.0,8.0,6.0,7.0,6.0,8.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7536,514,0,17,547.0,0,1,30.0,2.0,20.0,20.0,20.0,0.0,15.0,6.0,7.0,8.0,10.0,1.0,6.0,6.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7537,514,0,18,548.0,0,1,30.0,2.0,10.0,20.0,10.0,0.0,20.0,6.0,2.0,2.0,2.0,1.0,3.0,7.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7538,514,0,19,549.0,0,1,28.0,2.0,20.0,20.0,20.0,0.0,20.0,7.0,7.0,8.0,6.0,6.0,5.0,6.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7539,514,0,20,550.0,0,1,30.0,2.0,3.0,30.0,30.0,3.0,4.0,5.0,5.0,8.0,5.0,4.0,6.0,4.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7540,514,0,21,551.0,0,0,27.0,1.0,20.0,20.0,20.0,0.0,0.0,6.0,6.0,8.0,5.0,5.0,7.0,7.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
7541,514,0,22,552.0,0,1,25.0,2.0,0.0,15.0,15.0,0.0,0.0,6.0,8.0,7.0,8.0,8.0,6.0,9.0,2.0,23.0,3.0,2.0,8.0,9.0,49642.0,4.0,3.0,2.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,10.0,8.0,9.0,10.0,6.0,7.0
